iter	Logloss
231	0.3711642517
232	0.3710131478
233	0.37082306
234	0.3706238845
235	0.3705176214
236	0.3703416303
237	0.3701974313
238	0.3699863323
239	0.3697759353
240	0.3696779764
241	0.3695906387
242	0.3695057863
243	0.3693281785
244	0.3691567598
245	0.3689567277
246	0.3688412974
247	0.3688292914
248	0.3686761562
249	0.3685761329
250	0.3684500224
251	0.3682589703
252	0.3681550133
253	0.3679598948
254	0.3678157017
255	0.3677113641
256	0.3675521023
257	0.3674207375
258	0.3671510738
259	0.366886677
260	0.3666943299
261	0.3666042629
262	0.366570662
263	0.3663790394
264	0.3662952076
265	0.3662293507
266	0.3661124873
267	0.3660450833
268	0.3659234774
269	0.3657121099
270	0.3655573979
271	0.3654213739
272	0.3652562599
273	0.3650808817
274	0.3649138207
275	0.3647414343
276	0.3645405432
277	0.3643868775
278	0.3642492149
279	0.3641366149
280	0.3639143248
281	0.363854969
282	0.3636751376
283	0.3635391708
284	0.36335984
285	0.3631514144
286	0.3629624691
287	0.3628353335
288	0.3627271772
289	0.3625643851
290	0.3624426609
291	0.3623227911
292	0.3622287539
293	0.3621426709
294	0.3619837005
295	0.3618128489
296	0.3616716853
297	0.3615973238
298	0.361382354
299	0.3613023013
300	0.3612358254
301	0.3611443791
302	0.3610031004
303	0.3609284738
304	0.3608223372
305	0.3607054435
306	0.3605642353
307	0.3605639449
308	0.3604722633
309	0.3603344987
310	0.3602526835
311	0.3601563427
312	0.3600376038
313	0.359814008
314	0.3596948097
315	0.3595009752
316	0.359274665
317	0.3591549235
318	0.3590174128
319	0.3588340882
320	0.3586681758
321	0.3585871361
322	0.358381961
323	0.3583361941
324	0.3581511236
325	0.3579763864
326	0.3578433023
327	0.3576279193
328	0.3574274277
329	0.3573110225
330	0.3571901094
331	0.3570883782
332	0.3569464694
333	0.3568758615
334	0.356801359
335	0.3566886027
336	0.3565340052
337	0.3564411242
338	0.3563565357
339	0.3562691029
340	0.3560724994
341	0.3559346923
342	0.3557763913
343	0.3556594179
344	0.3555495431
345	0.3554003407
346	0.355221315
347	0.3550421149
348	0.3550016832
349	0.3548575356
350	0.3547720228
351	0.3545724234
352	0.3543915958
353	0.354236721
354	0.3540638537
355	0.3540024875
356	0.3538594037
357	0.353680328
358	0.3536207164
359	0.3535429067
360	0.3533876744
361	0.3533191753
362	0.353181806
363	0.3530650042
364	0.3528954926
365	0.3528139424
366	0.3527144629
367	0.3525016234
368	0.3523729183
369	0.3522707847
370	0.3521663969
371	0.3520629873
372	0.351899764
373	0.3518139363
374	0.3516360288
375	0.3514666897
376	0.3513688175
377	0.3511392015
378	0.3510546916
379	0.350942121
380	0.3508379704
381	0.3507443831
382	0.3506053312
383	0.350438603
384	0.3503398104
385	0.3502025091
386	0.3500196405
387	0.3498972067
388	0.3496576056
389	0.3494521053
390	0.3493319648
391	0.3490757259
392	0.3489354216
393	0.3487885933
394	0.3487094901
395	0.3485520504
396	0.3484244504
397	0.3483398586
398	0.3481346053
399	0.3480409667
400	0.3478754241
401	0.3477122535
402	0.347570257
403	0.3474976443
404	0.3473720977
405	0.3472145372
406	0.347028178
407	0.3468475906
408	0.3467235149
409	0.3466013104
410	0.3464348853
411	0.3463554871
412	0.3462964649
413	0.3460888767
414	0.3459631172
415	0.345887547
416	0.3457271187
417	0.3454861409
418	0.3453983233
419	0.3453237785
420	0.3452123415
421	0.3450378531
422	0.3448289458
423	0.3446837076
424	0.3445306368
425	0.3444709187
426	0.344229819
427	0.3441763732
428	0.3440110804
429	0.3439025898
430	0.3437839168
431	0.3436646636
432	0.3435855061
433	0.3435283752
434	0.3433574768
435	0.3431480126
436	0.3430210779
437	0.3429251373
438	0.3427475454
439	0.342641114
440	0.3424678835
441	0.3423235932
442	0.3422760701
443	0.3420841074
444	0.3419641076
445	0.3418701534
446	0.3417812303
447	0.341569816
448	0.341533918
449	0.3413657866
450	0.3412251128
451	0.341095013
452	0.3409738128
453	0.3408464194
454	0.3406788527
455	0.3405556704
456	0.3404301865
457	0.340355858
458	0.3402193623
459	0.340047471
460	0.339949061
461	0.339846689
462	0.339707127
463	0.3395766956
464	0.3394195883
465	0.3392542184
466	0.3390966925
467	0.3389537856
468	0.3388134199
469	0.3386905722
470	0.3385580354
471	0.338430255
472	0.3383114496
473	0.3382279629
474	0.3380679059
475	0.3379212434
476	0.3378404281
477	0.3377765632
478	0.3375434781
479	0.3374929201
480	0.3374190718
481	0.3373231043
482	0.3371898155
483	0.3370696187
484	0.3369162279
485	0.3368393911
486	0.3366615612
487	0.3365625941
488	0.3365033136
489	0.3363995474
490	0.336313316
491	0.336196264
492	0.336048073
493	0.3359834469
494	0.3358781248
495	0.3357754769
496	0.33569637
497	0.3355803048
498	0.3354455598
499	0.3353353672
500	0.3352344262
501	0.3350880671
502	0.3349793924
503	0.3348757069
504	0.3347840134
505	0.3346763255
506	0.3345552969
507	0.3344937975
508	0.3344414952
509	0.334301443
510	0.334120605
511	0.334093478
512	0.333956592
513	0.333876011
514	0.3338120482
515	0.3337245931
516	0.3336410873
517	0.3335347106
518	0.3334762345
519	0.3333797905
520	0.3332802517
521	0.3331927678
522	0.3331166122
523	0.3329768674
524	0.3327876766
525	0.3326800077
526	0.332604263
527	0.3325149849
528	0.3323978346
529	0.3323043682
530	0.3322223638
531	0.3320540803
532	0.3319085799
533	0.3318103266
534	0.3316819644
535	0.3315419602
536	0.3314869133
537	0.3313349446
538	0.3312312217
539	0.3310847624
540	0.3309584929
541	0.3308441459
542	0.3307740709
543	0.3306959944
544	0.3305448986
545	0.3303856002
546	0.3302708557
547	0.3301923515
548	0.3300476142
549	0.3299608698
550	0.3298681676
551	0.3298113507
552	0.3297388628
553	0.3296020294
554	0.3295146768
555	0.3293850635
556	0.3293134341
557	0.3292035383
558	0.3290821981
559	0.3289966072
560	0.3288823357
561	0.3287995235
562	0.3286742573
563	0.3285801527
564	0.3284675414
565	0.328358969
566	0.3282549461
567	0.3281876084
568	0.3281117687
569	0.3280048114
570	0.327931817
571	0.3278264846
572	0.3277393154
573	0.3275893358
574	0.327423425
575	0.3272727938
576	0.3271815152
577	0.3271243357
578	0.3270191242
579	0.3269182044
580	0.3268386084
581	0.3267346538
582	0.3266461521
583	0.3264966922
584	0.3263147867
585	0.3262124617
586	0.3260648155
587	0.3259131062
588	0.3258509218
589	0.3256893378
590	0.3255745912
591	0.3255131303
592	0.3254471341
593	0.3253878546
594	0.3252686702
595	0.3251724113
596	0.3250733504
597	0.3249520205
598	0.3248950992
599	0.3247701031
600	0.3246697407
601	0.3245439803
602	0.324463861
603	0.3243882636
604	0.3242116555
605	0.3240764055
606	0.3239118195
607	0.3238160776
608	0.3237214053
609	0.323565007
610	0.3234896183
611	0.3233985194
612	0.3233459929
613	0.3232318302
614	0.3231369072
615	0.323052344
616	0.3229713532
617	0.3228205402
618	0.3227693794
619	0.3226596799
620	0.3225438421
621	0.3224675393
622	0.3223402374
623	0.322229687
624	0.3221615306
625	0.322086293
626	0.321971126
627	0.3218841944
628	0.3217897122
629	0.3216673189
630	0.3215709226
631	0.3215140962
632	0.3214649458
633	0.3213405128
634	0.3211963821
635	0.3210303909
636	0.3209339481
637	0.3208376855
638	0.320750113
639	0.3205999061
640	0.3204889222
641	0.3204279641
642	0.3203406563
643	0.3202447012
644	0.3201165711
645	0.3200354295
646	0.3198957846
647	0.319740263
648	0.319606622
649	0.3194788217
650	0.319338703
651	0.3191677901
652	0.3191204765
653	0.3190525576
654	0.318991845
655	0.3189091265
656	0.3187895564
657	0.3187221673
658	0.3185378302
659	0.3183860886
660	0.3182652692
661	0.3181988096
662	0.3181210206
663	0.3180154772
664	0.3179234497
665	0.3177586806
666	0.3176724021
667	0.3176085062
668	0.317557799
669	0.3174242085
670	0.317320355
671	0.3171453836
672	0.3171015429
673	0.316942489
674	0.316815863
675	0.3167364141
676	0.3166331889
677	0.3165634747
678	0.3164461417
679	0.3163698067
680	0.3162950959
681	0.3161680654
682	0.3160931961
683	0.3159658323
684	0.3158228468
685	0.3157308794
686	0.315637669
687	0.3155155414
688	0.3154392729
689	0.3153420199
690	0.3151925894
691	0.3151035733
692	0.3149359008
693	0.3148460364
694	0.3147166706
695	0.3146133994
696	0.3145508998
697	0.3143798711
698	0.3143122415
699	0.3142545443
700	0.3141428657
701	0.3140072742
702	0.3139350681
703	0.3137410491
704	0.3136556336
705	0.3135528364
706	0.3133802432
707	0.3132635476
708	0.3131413628
709	0.3129908578
710	0.3129294733
711	0.3128787739
712	0.3128074632
713	0.3127220396
714	0.3125955201
715	0.3124919535
716	0.3123844755
717	0.3123290594
718	0.3122091787
719	0.3121555082
720	0.3120957358
721	0.3120500069
722	0.3119388323
723	0.3118198438
724	0.3117391152
725	0.3116689957
726	0.3115624728
727	0.3114439017
728	0.3113909729
729	0.3112723914
730	0.3112228861
731	0.3111012602
732	0.311024477
733	0.3108787312
734	0.3108388391
735	0.3107328582
736	0.3106500877
737	0.3105761283
738	0.3104154361
739	0.3103392221
740	0.3102853614
741	0.3102304176
742	0.3101491008
743	0.310107068
744	0.3099971741
745	0.3098920772
746	0.3097862984
747	0.3096682577
748	0.3095792507
749	0.3094464279
750	0.3093456303
751	0.309181817
752	0.3091002644
753	0.3089826748
754	0.3088816729
755	0.3087803032
756	0.3087009108
757	0.3086287845
758	0.3085314465
759	0.3084804492
760	0.3084326462
761	0.3083642749
762	0.3082290626
763	0.3081098752
764	0.3079544028
765	0.3078423485
766	0.3077459093
767	0.3075857236
768	0.3074493144
769	0.3073043674
770	0.3072364382
771	0.307185712
772	0.3070860965
773	0.3070480308
774	0.3069605552
775	0.306808929
776	0.3067141806
777	0.3066059459
778	0.3065181745
779	0.3064087525
780	0.3063563557
781	0.3062696609
782	0.3061675007
783	0.3060372246
784	0.3059289515
785	0.3058395614
786	0.3057067219
787	0.3055725413
788	0.3054201353
789	0.3053786322
790	0.305335271
791	0.3052612048
792	0.3051297265
793	0.3050270417
794	0.3048941703
795	0.3048099382
796	0.3047329503
797	0.3046453339
798	0.3044786625
799	0.3043542338
800	0.3041986604
801	0.3041052636
802	0.3039811794
803	0.3038982324
804	0.3037609027
805	0.3036930477
806	0.3036122109
807	0.303458432
808	0.3033129222
809	0.3031754886
810	0.3030644192
811	0.3029933833
812	0.3028762436
813	0.3027497134
814	0.3026293292
815	0.3025266697
816	0.3024350232
817	0.3023382457
818	0.3022745745
819	0.3021782871
820	0.3021212141
821	0.3020385336
822	0.3019675716
823	0.3018409125
824	0.3017635423
825	0.3016687883
826	0.3016053223
827	0.3015437686
828	0.301468417
829	0.3013806405
830	0.3013290126
831	0.3012348939
832	0.301136501
833	0.301046476
834	0.301003857
835	0.3009595488
836	0.3008792737
837	0.3008302586
838	0.3007342993
839	0.3006277809
840	0.3005458734
841	0.3004829967
842	0.300374432
843	0.300281807
844	0.3001830021
845	0.3001061482
846	0.2999894225
847	0.2999163851
848	0.2998125357
849	0.2997332136
850	0.2996509332
851	0.2995797942
852	0.2995109191
853	0.2994081924
854	0.2992780561
855	0.299223203
856	0.2991223616
857	0.2990293648
858	0.2989244979
859	0.298864621
860	0.2987755059
861	0.2986830883
862	0.2985868381
863	0.298549723
864	0.2984480246
865	0.2984174609
866	0.2983139844
867	0.2982411012
868	0.2981730129
869	0.2980770299
870	0.2979560756
871	0.2978704592
872	0.2978065683
873	0.2976678655
874	0.2975585757
875	0.297469873
876	0.2973161199
877	0.2972000148
878	0.2971176224
879	0.2969646701
880	0.2969099303
881	0.296797383
882	0.2966507073
883	0.2965552326
884	0.2964706217
885	0.296440766
886	0.2963634685
887	0.2962758847
888	0.2961865781
889	0.2961270652
890	0.2960515293
891	0.2959337551
892	0.2958878185
893	0.2957445747
894	0.295669181
895	0.2956334759
896	0.295520833
897	0.2954130841
898	0.2952850501
899	0.2951988917
900	0.2951127948
901	0.295058102
902	0.2949907151
903	0.2949204177
904	0.294771395
905	0.2947192527
906	0.2945534548
907	0.2945251593
908	0.2944777097
909	0.2944115921
910	0.2943456531
911	0.2941991389
912	0.2940660897
913	0.293998082
914	0.29391097
915	0.2938151853
916	0.2936985813
917	0.2935757889
918	0.2935364114
919	0.293469594
920	0.2934503045
921	0.2933781983
922	0.2932226953
923	0.2931317496
924	0.2929740266
925	0.2929247495
926	0.292782943
927	0.2926821932
928	0.2926132686
929	0.292558867
930	0.2925150612
931	0.2924432862
932	0.2923872389
933	0.2923060231
934	0.2921708564
935	0.2921453359
936	0.2920841857
937	0.2919545213
938	0.291899728
939	0.2917847771
940	0.2916568852
941	0.2914913931
942	0.2914234903
943	0.2913269784
944	0.2912317322
945	0.2911068211
946	0.2910228191
947	0.2909338362
948	0.2908742783
949	0.2908207131
950	0.2907335359
951	0.2906071952
952	0.2905086483
953	0.2904506953
954	0.2903726971
955	0.2901950985
956	0.2901483396
957	0.2900822945
958	0.2900192214
959	0.2899318952
960	0.289881765
961	0.289808795
962	0.2897477716
963	0.2896752451
964	0.2896104238
965	0.2895836858
966	0.2894620062
967	0.2893611936
968	0.2892818599
969	0.289218346
970	0.2891499881
971	0.2890456469
972	0.2889454655
973	0.2888730934
974	0.288847175
975	0.2887406042
976	0.2886420181
977	0.2885354422
978	0.2884441639
979	0.2883757175
980	0.2883399037
981	0.2882408202
982	0.2881374107
983	0.2880719037
984	0.2879625335
985	0.2879042031
986	0.2878324925
987	0.2877988858
988	0.2877069083
989	0.2876448092
990	0.2875747809
991	0.2874958146
992	0.2874139541
993	0.2873377277
994	0.2871702549
995	0.2870531306
996	0.2869931308
997	0.2868972763
998	0.2867982327
999	0.286685082
